	log2fc	p-adj
SSZ1	0.003020071	0.94087287
ASK1	-0.026373431	0.944262611
ELP2	-0.002575853	0.944528138
YJL193W	-0.002482908	0.944941288
AIR2	0.005341935	0.946473545
RFX1	-0.00374167	0.946700873
PEX25	0.005899636	0.948279001
THS1	-0.002607954	0.948926598
COA1	0.005496017	0.951553008
PTK2	-0.004081995	0.955644844
MXR2	-0.016138588	0.957201018
GTS1	0.00255776	0.957890033
RRF1	0.001834386	0.958372831
RTN1	-0.005320766	0.958647673
HPM1	0.004684633	0.959303737
RDS2	0.002380371	0.959852112
UGO1	-0.002173863	0.960449154
CAB5	-0.002680694	0.961277431
EGD2	0.007762095	0.961561379
HIF1	-0.013068261	0.962613629
YCR023C	-0.002412518	0.963817288
DIG2	0.015576707	0.964750075
APD1	-0.010252801	0.965081199
NAT3	-0.014814173	0.966871057
SUB2	-0.001462666	0.967198005
YMR086W	0.00103318	0.967646083
SRB6	0.011280335	0.969625786
RDS3	-0.014039333	0.970961496
MTR2	-0.003771817	0.971337973
CPR1	0.005038843	0.972095266
ITT1	0.015552602	0.972321639
CEP3	-0.00126788	0.972616877
UTP30	-0.005283033	0.973739264
YBR285W	0.003331472	0.974552483
FPK1	0.003373235	0.975646531
LSP1	-0.004534142	0.976912954
MEH1	0.004668556	0.97734774
SXM1	0.003079979	0.978116816
PAP1	0.002063854	0.978714923
RUD3	-0.002035931	0.980243713
IZH2	-0.001767328	0.981315948
HHF1	-0.004715215	0.981619305
GPB1	0.003101057	0.98221819
AXL2	0.001753142	0.982556295
REX4	-0.000573346	0.982768405
CSM1	-0.001541611	0.984487312
FMP30	0.002109622	0.985399925
CDC26	-0.00150748	0.985948096
HIR2	0.000752868	0.987047304
JIP4	0.001401551	0.987586597
TYW3	0.000468538	0.987862068
CAC2	-0.002987482	0.989712524
SUR7	0.002194611	0.992876568
FSH3	-0.000400673	0.994020453
VFA1	0.000355035	0.995389568
YOL057W	-0.000248303	0.995744172
HRP1	-0.000588908	0.995969464
SYN8	-0.000872817	0.997359708
ATG22	0.000625539	0.998333953
VPS75	-9.49e-05	0.998652121
RFS1	-1.8e-05	0.999618217
SPC29	-5.16e-06	0.999966053
